"date","mjd","trans"
2013-03-16,56367,NA
2013-03-17,56368,NA
2013-03-18,56369,NA
2013-03-19,56370,0.291351531859366
2013-03-20,56371,0.292119015551377
2013-03-21,56372,0.301373749587309
2013-03-22,56373,NA
2013-03-23,56374,0.304034832856075
2013-03-24,56375,NA
2013-03-25,56376,0.289884871274791
2013-03-26,56377,0.293789932470877
2013-03-27,56378,NA
2013-03-28,56379,NA
2013-03-29,56380,NA
2013-03-30,56381,0.298290968377501
2013-03-31,56382,NA
2013-04-01,56383,0.304005601418789
2013-04-02,56384,0.300899027423424
2013-04-03,56385,NA
2013-04-04,56386,NA
2013-04-05,56387,NA
2013-04-06,56388,NA
2013-04-07,56389,NA
2013-04-08,56390,NA
2013-04-09,56391,NA
2013-04-10,56392,NA
2013-04-11,56393,NA
2013-04-12,56394,NA
2013-04-13,56395,0.301224341372692
2013-04-14,56396,0.301785971049143
2013-04-15,56397,0.301842936078305
2013-04-16,56398,0.305709715159407
2013-04-17,56399,0.307973439810593
2013-04-18,56400,0.312210632636688
2013-04-19,56401,NA
2013-04-20,56402,NA
2013-04-21,56403,NA
2013-04-22,56404,NA
2013-04-23,56405,NA
2013-04-24,56406,NA
2013-04-25,56407,NA
2013-04-26,56408,0.285073306324081
2013-04-27,56409,NA
2013-04-28,56410,NA
2013-04-29,56411,0.301315153445136
2013-04-30,56412,NA
2013-05-01,56413,NA
2013-05-02,56414,0.294889151764064
2013-05-03,56415,0.300824283226884
2013-05-04,56416,0.299675753652195
2013-05-05,56417,NA
2013-05-06,56418,NA
2013-05-07,56419,NA
2013-05-08,56420,NA
2013-05-09,56421,NA
2013-05-10,56422,NA
2013-05-11,56423,NA
2013-05-12,56424,0.276492954405349
2013-05-13,56425,NA
2013-05-14,56426,NA
2013-05-15,56427,NA
2013-05-16,56428,0.296996562938411
2013-05-17,56429,NA
2013-05-18,56430,0.290397665330276
2013-05-19,56431,NA
2013-05-20,56432,NA
2013-05-21,56433,NA
2013-05-22,56434,NA
2013-05-23,56435,NA
2013-05-24,56436,NA
2013-05-25,56437,NA
2013-05-26,56438,NA
2013-05-27,56439,NA
2013-05-28,56440,NA
2013-05-29,56441,NA
2013-05-30,56442,NA
2013-05-31,56443,NA
2013-06-01,56444,NA
2013-06-02,56445,NA
2013-06-03,56446,NA
2013-06-04,56447,0.447434458086087
2013-06-05,56448,NA
2013-06-06,56449,NA
2013-06-07,56450,NA
2013-06-08,56451,0.437996115654986
2013-06-09,56452,0.436950770287009
2013-06-10,56453,0.439771106488258
2013-06-11,56454,NA
2013-06-12,56455,0.443385990136956
2013-06-13,56456,0.42984317579277
2013-06-14,56457,0.450413798059661
2013-06-15,56458,0.445152191603902
2013-06-16,56459,0.440297919103096
2013-06-17,56460,0.440615555897872
2013-06-18,56461,NA
2013-06-19,56462,0.443889908106095
2013-06-20,56463,NA
2013-06-21,56464,0.442452592403268
2013-06-22,56465,0.447001367177419
2013-06-23,56466,0.438667696696668
2013-06-24,56467,0.436411410031515
2013-06-25,56468,0.44332412728269
2013-06-26,56469,NA
2013-06-27,56470,0.422975630671394
2013-06-28,56471,0.338057792028064
2013-06-29,56472,NA
2013-06-30,56473,NA
2013-07-01,56474,NA
2013-07-02,56475,0.430442878976991
2013-07-03,56476,NA
2013-07-04,56477,NA
2013-07-05,56478,0.432209536365034
2013-07-06,56479,0.431655304462159
2013-07-07,56480,0.426571100643352
2013-07-08,56481,0.429208123485556
2013-07-09,56482,0.426824505525996
2013-07-10,56483,0.392704586795969
2013-07-11,56484,0.354808141304102
2013-07-12,56485,0.343106991317443
2013-07-13,56486,0.367834941452531
2013-07-14,56487,0.373168543249672
2013-07-15,56488,0.38135266698676
2013-07-16,56489,0.395515869497136
2013-07-17,56490,0.415030978873059
2013-07-18,56491,0.343482984769425
2013-07-19,56492,0.384138535909069
2013-07-20,56493,0.428262664811345
2013-07-21,56494,0.42993531868393
2013-07-22,56495,0.421302231048626
2013-07-23,56496,0.413201801559866
2013-07-24,56497,0.396598054068405
2013-07-25,56498,0.421231557644953
2013-07-26,56499,0.425283835063647
2013-07-27,56500,NA
2013-07-28,56501,0.374581375042619
2013-07-29,56502,0.354960872510479
2013-07-30,56503,0.408601888575335
2013-07-31,56504,0.424159654499144
2013-08-01,56505,0.417587173347743
2013-08-02,56506,NA
2013-08-03,56507,NA
2013-08-04,56508,NA
2013-08-05,56509,NA
2013-08-06,56510,NA
2013-08-07,56511,NA
2013-08-08,56512,NA
2013-08-09,56513,NA
2013-08-10,56514,0.390040049491653
2013-08-11,56515,0.352258610885614
2013-08-12,56516,NA
2013-08-13,56517,NA
2013-08-14,56518,NA
2013-08-15,56519,NA
2013-08-16,56520,0.395205073454881
2013-08-17,56521,0.368885985324448
2013-08-18,56522,0.396883893812813
2013-08-19,56523,0.411568596340319
2013-08-20,56524,0.363816012722517
2013-08-21,56525,NA
2013-08-22,56526,NA
2013-08-23,56527,NA
2013-08-24,56528,NA
2013-08-25,56529,NA
2013-08-26,56530,0.401335847056418
2013-08-27,56531,0.409260008926779
2013-08-28,56532,NA
2013-08-29,56533,0.418709774965774
2013-08-30,56534,0.421908701331768
2013-08-31,56535,0.417394150592868
2013-09-01,56536,0.365760611100035
2013-09-02,56537,0.392889292319184
2013-09-03,56538,NA
2013-09-04,56539,NA
2013-09-05,56540,0.404145074451529
2013-09-06,56541,0.396161892975317
2013-09-07,56542,0.411969059358355
2013-09-08,56543,NA
2013-09-09,56544,NA
2013-09-10,56545,0.41694087973232
2013-09-11,56546,NA
2013-09-12,56547,0.380327489511256
2013-09-13,56548,NA
2013-09-14,56549,NA
2013-09-15,56550,NA
2013-09-16,56551,NA
2013-09-17,56552,NA
2013-09-18,56553,0.414829597379016
2013-09-19,56554,NA
2013-09-20,56555,0.431993446436671
2013-09-21,56556,0.420394522776565
2013-09-22,56557,0.43023060207404
2013-09-23,56558,0.423204529765659
2013-09-24,56559,0.428407041146337
2013-09-25,56560,NA
2013-09-26,56561,NA
2013-09-27,56562,NA
2013-09-28,56563,NA
2013-09-29,56564,NA
2013-09-30,56565,0.428483703032977
2013-10-01,56566,NA
2013-10-02,56567,NA
2013-10-03,56568,NA
2013-10-04,56569,NA
2013-10-05,56570,NA
2013-10-06,56571,0.434145575988032
2013-10-07,56572,0.42006104385903
2013-10-08,56573,0.424896810372501
2013-10-09,56574,NA
2013-10-10,56575,0.424087108859553
2013-10-11,56576,0.423972141345849
2013-10-12,56577,0.422303602592422
2013-10-13,56578,0.419587050922231
2013-10-14,56579,0.422781410337595
2013-10-15,56580,NA
2013-10-16,56581,NA
2013-10-17,56582,0.422144957163496
2013-10-18,56583,NA
2013-10-19,56584,NA
2013-10-20,56585,NA
2013-10-21,56586,0.409002873008453
2013-10-22,56587,NA
2013-10-23,56588,NA
2013-10-24,56589,0.400298745728092
2013-10-25,56590,NA
2013-10-26,56591,NA
2013-10-27,56592,0.426671854758679
2013-10-28,56593,0.417780797218781
2013-10-29,56594,NA
2013-10-30,56595,NA
2013-10-31,56596,NA
2013-11-01,56597,NA
2013-11-02,56598,0.418426849378097
2013-11-03,56599,NA
2013-11-04,56600,NA
2013-11-05,56601,0.427531933767861
2013-11-06,56602,NA
2013-11-07,56603,NA
2013-11-08,56604,NA
2013-11-09,56605,NA
2013-11-10,56606,NA
2013-11-11,56607,NA
2013-11-12,56608,NA
2013-11-13,56609,NA
2013-11-14,56610,NA
2013-11-15,56611,NA
2013-11-16,56612,0.455472707199389
2013-11-17,56613,NA
2013-11-18,56614,NA
2013-11-19,56615,NA
2013-11-20,56616,NA
2013-11-21,56617,NA
2013-11-22,56618,NA
2013-11-23,56619,NA
2013-11-24,56620,NA
2013-11-25,56621,NA
2013-11-26,56622,0.438673186931502
2013-11-27,56623,NA
2013-11-28,56624,NA
2013-11-29,56625,NA
2013-11-30,56626,NA
2013-12-01,56627,NA
2013-12-02,56628,NA
2013-12-03,56629,NA
2013-12-04,56630,0.347404442343938
2013-12-05,56631,0.423783858022908
2013-12-06,56632,NA
2013-12-07,56633,NA
2013-12-08,56634,NA
2013-12-09,56635,NA
2013-12-10,56636,NA
2013-12-11,56637,NA
2013-12-12,56638,NA
2013-12-13,56639,NA
2013-12-14,56640,NA
2013-12-15,56641,NA
2013-12-16,56642,NA
2013-12-17,56643,NA
2013-12-18,56644,0.433217921327725
2013-12-19,56645,0.435748220964211
2013-12-20,56646,0.434487120266164
2013-12-21,56647,0.417665921201754
2013-12-22,56648,NA
2013-12-23,56649,NA
2013-12-24,56650,NA
2013-12-25,56651,NA
2013-12-26,56652,NA
2013-12-27,56653,0.421520741520659
2013-12-28,56654,NA
2013-12-29,56655,NA
2013-12-30,56656,NA
2013-12-31,56657,NA
2014-01-01,56658,NA
2014-01-02,56659,0.423797074609231
2014-01-03,56660,0.421204017827489
2014-01-04,56661,0.429064692091431
2014-01-05,56662,NA
2014-01-06,56663,0.422907571121649
2014-01-07,56664,0.404471588014885
2014-01-08,56665,NA
2014-01-09,56666,NA
2014-01-10,56667,NA
2014-01-11,56668,NA
2014-01-12,56669,NA
2014-01-13,56670,NA
2014-01-14,56671,0.425591632965647
2014-01-15,56672,NA
2014-01-16,56673,NA
2014-01-17,56674,NA
2014-01-18,56675,NA
2014-01-19,56676,NA
2014-01-20,56677,NA
2014-01-21,56678,NA
2014-01-22,56679,NA
2014-01-23,56680,NA
2014-01-24,56681,NA
2014-01-25,56682,NA
2014-01-26,56683,NA
2014-01-27,56684,NA
2014-01-28,56685,NA
2014-01-29,56686,NA
2014-01-30,56687,NA
2014-01-31,56688,NA
2014-02-01,56689,NA
2014-02-02,56690,0.403317850638164
2014-02-03,56691,NA
2014-02-04,56692,0.41253892862049
2014-02-05,56693,0.409280806115601
2014-02-06,56694,0.420189729389772
2014-02-07,56695,NA
2014-02-08,56696,0.412131411441486
2014-02-09,56697,NA
2014-02-10,56698,NA
2014-02-11,56699,0.40559261148726
2014-02-12,56700,0.410611852754714
2014-02-13,56701,0.404787254185323
2014-02-14,56702,0.40574565698871
2014-02-15,56703,0.417830882462727
2014-02-16,56704,NA
2014-02-17,56705,NA
2014-02-18,56706,NA
2014-02-19,56707,NA
2014-02-20,56708,NA
2014-02-21,56709,NA
2014-02-22,56710,0.407771004135756
2014-02-23,56711,0.409570071367876
2014-02-24,56712,0.404181196106166
2014-02-25,56713,NA
2014-02-26,56714,0.399515287384278
2014-02-27,56715,0.41155579261586
2014-02-28,56716,NA
2014-03-01,56717,0.403116698644727
2014-03-02,56718,0.403779719524166
2014-03-03,56719,0.401517244323492
2014-03-04,56720,0.386465690060875
2014-03-05,56721,NA
2014-03-06,56722,NA
2014-03-07,56723,NA
2014-03-08,56724,NA
2014-03-09,56725,0.395948231879708
2014-03-10,56726,NA
2014-03-11,56727,NA
2014-03-12,56728,0.392536778130173
2014-03-13,56729,NA
2014-03-14,56730,NA
2014-03-15,56731,NA
2014-03-16,56732,0.394956579563139
2014-03-17,56733,0.397945470103443
2014-03-18,56734,0.402315787018033
2014-03-19,56735,0.401629184799039
2014-03-20,56736,0.395704632296237
2014-03-21,56737,NA
2014-03-22,56738,NA
2014-03-23,56739,NA
2014-03-24,56740,0.407589400279079
2014-03-25,56741,0.41110629155579
2014-03-26,56742,0.388776201164449
2014-03-27,56743,0.397707841403464
2014-03-28,56744,0.379211493920107
2014-03-29,56745,NA
2014-03-30,56746,NA
2014-03-31,56747,NA
2014-04-01,56748,NA
2014-04-02,56749,NA
2014-04-03,56750,NA
2014-04-04,56751,NA
2014-04-05,56752,0.392679037214837
2014-04-06,56753,0.388315396216728
2014-04-07,56754,0.390604725251294
2014-04-08,56755,0.398440773968478
2014-04-09,56756,NA
2014-04-10,56757,NA
2014-04-11,56758,NA
2014-04-12,56759,NA
2014-04-13,56760,NA
2014-04-14,56761,NA
2014-04-15,56762,NA
2014-04-16,56763,NA
2014-04-17,56764,NA
2014-04-18,56765,NA
2014-04-19,56766,NA
2014-04-20,56767,NA
2014-04-21,56768,NA
2014-04-22,56769,NA
2014-04-23,56770,0.369471663751235
2014-04-24,56771,0.369813186036912
2014-04-25,56772,0.355050990331866
2014-04-26,56773,NA
2014-04-27,56774,NA
2014-04-28,56775,0.379423468350491
2014-04-29,56776,NA
2014-04-30,56777,NA
2014-05-01,56778,NA
2014-05-02,56779,NA
2014-05-03,56780,0.370018034232829
2014-05-04,56781,0.368302000132027
2014-05-05,56782,0.365370960251651
2014-05-06,56783,0.365024111148397
2014-05-07,56784,0.356425819081766
2014-05-08,56785,0.352500927868596
2014-05-09,56786,0.362933173684134
2014-05-10,56787,0.375482416706858
2014-05-11,56788,NA
2014-05-12,56789,NA
2014-05-13,56790,0.357091010171231
2014-05-14,56791,NA
2014-05-15,56792,NA
2014-05-16,56793,NA
2014-05-17,56794,0.383050305190694
2014-05-18,56795,0.381951412187873
2014-05-19,56796,0.382012707855843
2014-05-20,56797,0.383813652677322
2014-05-21,56798,0.388170230236896
2014-05-22,56799,0.388426340324845
2014-05-23,56800,0.379389149242241
2014-05-24,56801,0.386505844307641
2014-05-25,56802,NA
2014-05-26,56803,NA
2014-05-27,56804,0.385240277844275
2014-05-28,56805,0.38395752377057
2014-05-29,56806,0.383526882595561
2014-05-30,56807,0.386553287447231
2014-05-31,56808,0.387440114621142
2014-06-01,56809,0.385801605199718
2014-06-02,56810,0.387607296464386
2014-06-03,56811,0.366875577220253
2014-06-04,56812,0.315225698151804
2014-06-05,56813,0.380143150818807
2014-06-06,56814,0.379822059471158
2014-06-07,56815,0.387992735670117
2014-06-08,56816,NA
2014-06-09,56817,0.380770899066678
2014-06-10,56818,0.373301467411722
2014-06-11,56819,0.382154548345382
2014-06-12,56820,0.384720229995421
2014-06-13,56821,NA
2014-06-14,56822,0.353037017280103
2014-06-15,56823,0.384086286555437
2014-06-16,56824,0.361813841618405
2014-06-17,56825,0.400372544381099
2014-06-18,56826,0.395671577057943
2014-06-19,56827,0.399723596997338
2014-06-20,56828,0.396954321407798
2014-06-21,56829,0.400430330186627
2014-06-22,56830,0.392937609998581
2014-06-23,56831,0.389681647862102
2014-06-24,56832,0.397772303345587
2014-06-25,56833,0.397708204377095
2014-06-26,56834,0.397896012228558
2014-06-27,56835,0.391564995365408
2014-06-28,56836,NA
2014-06-29,56837,NA
2014-06-30,56838,NA
2014-07-01,56839,NA
2014-07-02,56840,NA
2014-07-03,56841,NA
2014-07-04,56842,0.397453495568418
2014-07-05,56843,0.378979355202328
2014-07-06,56844,NA
2014-07-07,56845,0.391002256627535
2014-07-08,56846,NA
2014-07-09,56847,0.382064698617543
2014-07-10,56848,0.382267866315667
2014-07-11,56849,0.384989356676447
2014-07-12,56850,NA
2014-07-13,56851,0.378266093478384
2014-07-14,56852,NA
2014-07-15,56853,0.37917177211495
2014-07-16,56854,0.368786614336605
2014-07-17,56855,0.37759855478283
2014-07-18,56856,0.376646300019363
2014-07-19,56857,0.374314870442918
2014-07-20,56858,0.376605866720894
2014-07-21,56859,0.365748194478087
2014-07-22,56860,0.374608933862771
2014-07-23,56861,0.372497900295762
2014-07-24,56862,0.377447258175124
2014-07-25,56863,0.35744282326882
2014-07-26,56864,0.359232879570128
2014-07-27,56865,0.377439909784693
2014-07-28,56866,0.378401813806396
2014-07-29,56867,0.377311133765582
2014-07-30,56868,0.380180031541024
2014-07-31,56869,0.379785828660036
2014-08-01,56870,NA
2014-08-02,56871,0.381689372820306
2014-08-03,56872,0.381323648316158
2014-08-04,56873,0.37731858447709
2014-08-05,56874,0.373203990721383
2014-08-06,56875,0.336849361347699
2014-08-07,56876,NA
2014-08-08,56877,NA
2014-08-09,56878,0.37398148141213
2014-08-10,56879,0.373978552738215
2014-08-11,56880,0.369878308115276
2014-08-12,56881,NA
2014-08-13,56882,NA
2014-08-14,56883,0.392319191161785
2014-08-15,56884,0.382255966988862
2014-08-16,56885,0.384909941598695
2014-08-17,56886,0.37316640895463
2014-08-18,56887,NA
2014-08-19,56888,NA
2014-08-20,56889,NA
2014-08-21,56890,NA
2014-08-22,56891,NA
2014-08-23,56892,NA
2014-08-24,56893,NA
2014-08-25,56894,NA
2014-08-26,56895,NA
2014-08-27,56896,0.299658489050804
2014-08-28,56897,0.246936597067924
2014-08-29,56898,NA
2014-08-30,56899,0.26922661566315
2014-08-31,56900,NA
2014-09-01,56901,NA
2014-09-02,56902,0.375561623478888
2014-09-03,56903,0.37539521949241
2014-09-04,56904,0.37590082041184
2014-09-05,56905,0.368989977516286
2014-09-06,56906,NA
2014-09-07,56907,0.370038440983607
2014-09-08,56908,0.37057456197551
2014-09-09,56909,0.371214738114434
2014-09-10,56910,0.36620655093157
2014-09-11,56911,NA
2014-09-12,56912,0.332900049856407
2014-09-13,56913,NA
2014-09-14,56914,NA
2014-09-15,56915,NA
2014-09-16,56916,NA
2014-09-17,56917,NA
2014-09-18,56918,NA
2014-09-19,56919,NA
2014-09-20,56920,NA
2014-09-21,56921,NA
2014-09-22,56922,NA
2014-09-23,56923,0.391137756322725
2014-09-24,56924,0.386631878956407
2014-09-25,56925,NA
2014-09-26,56926,NA
2014-09-27,56927,NA
2014-09-28,56928,NA
2014-09-29,56929,NA
2014-09-30,56930,NA
2014-10-01,56931,0.382083349613589
2014-10-02,56932,0.390769731890193
2014-10-03,56933,0.392377606370786
2014-10-04,56934,0.384455874171177
2014-10-05,56935,0.387855351336551
2014-10-06,56936,0.392260151987079
2014-10-07,56937,0.389831027225169
2014-10-08,56938,0.380743127189646
2014-10-09,56939,0.372685959866318
2014-10-10,56940,NA
2014-10-11,56941,0.378870488081793
2014-10-12,56942,0.379384107361593
2014-10-13,56943,NA
2014-10-14,56944,NA
2014-10-15,56945,NA
2014-10-16,56946,NA
2014-10-17,56947,NA
2014-10-18,56948,NA
2014-10-19,56949,NA
2014-10-20,56950,NA
2014-10-21,56951,NA
2014-10-22,56952,NA
2014-10-23,56953,NA
2014-10-24,56954,NA
2014-10-25,56955,NA
2014-10-26,56956,NA
2014-10-27,56957,NA
2014-10-28,56958,NA
2014-10-29,56959,NA
2014-10-30,56960,NA
